Chasing Vermeer,Blue Balliett,
Q is for Quarry,Sue Grafton,
In the Woods,Tana French,
The Late Mrs. Willoughby,Claudia Gray,
THe Musician's Daughter,Susane Dunlap,
The Complete Sherlock Holmes Vol. 1,Sir Arthur Conan Doyle,
As Good as Dead,Holly Jackson,
The Lake House,Sarah Beth Derst,
The Twin,Natasha Preston,
Quiet,Susan Cain,
No Way Home,Jody Feldman,
THe Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,
The Legacy,Gemma Malley,
The Stranger,Albert Camus,
Cross My Heart and Hope to Spy,Ally Carter,
Don't Judge A Girl by Her Cover,Ally Carter,
Only the Good Spy Young,Ally Carter,
"Out of Sight, Out of Time",Ally Carter,
United We spy,Ally Carter,
And Then There were None,Agatha Christe,
Missing Dead Girls,Sara Walters,
Deadline,Chris Crutcher,
Go Tell it on the MOuntain,James Baldwin,
The Drowned World,J.G. Ballard,
Shakespeares Secret,Elise Broach,
Sudden Death,Rita Mae Brown,
A Wicked Magic,Sasha Laurens,
The Song of Wrath,Sarah Raughley,
Behemoth,Scott Westerfeld,
Breaking Dawn,Stephine Meyer,
Breaking Dawn,Stephine Meyer,
Eclipse ,Stephine Meyer,
New Moon,Stephine Meyer,
New Moon,Stephine Meyer,
New Moon,Stephine Meyer,
New Moon,Stephine Meyer,
Twilight,Stephine Meyer,
Last Dance,Linda Joy Singleton,
Last Dance,Linda Joy Singleton,
Last Dance,Linda Joy Singleton,
Last Dance,Linda Joy Singleton,
Witch Ball,Linda Joy Singleton,
Witch Ball,Linda Joy Singleton,
Witch Ball,Linda Joy Singleton,
Sword Play,Linda Joy Singleton,
Sword Play,Linda Joy Singleton,
Sword Play,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Untamed,Kristin Cast,
Tempted ,Kristin Cast,
Sleeping Beauty ,Phillip Margolin,
Swing,Kwame Alexander,
Black Food,Bryant Terry,
Watermelon & Red Birds,Nicole A. Taylor,
Open Wide the Freedom Gates,Dorothy Height,
Food Feminism,MIkki Kendall,
The Poet X,Acevado,
Dear Martin,Nic Stone,
The Brief Wondrous Life of Oscar Wao,Junot Diaz,
A Raisin in the Sun,LOrraine Hansberry ,
Piecing Me Together,Watson,
Dear Justyce,Nic Stone,
A Suprised Queenhood in the New Black Sun,Angela Jackson,
The Sum of Us,Heather McGhee,
Kaffir Boy,Mark Mathabane,
The New Jim Crow,Michelle Alexander,
The Souls of Black Folk,Du Bois,
Astrophysics for people in a Hurry,Neil De Grasse Tyson,
Rite of Passage,Richard Wright,
Hidden Figures,Shetterly,
Calvin,Kayla Harren,
The Light We Carry ,Michelle Obama,
How to Be An Antiracist,Ibram X. Kendi,
James Baldwin,David Leeming,
Concrete Rose,Angie Thomas,
Native Son,Richard Wright,
Game Changers,Chine-Ransome,
Their Eyes were Watching God,Zora Neale Hurston,
Things Fall Apart,Chinua Achebe,
The Hate U Give,Angie Thomas,
Speak,Laurie Halse Anderson,
Warcross,Marie Lu,
Good Omens,Terry Pratchet,
The Late Homecomer,Kao Kalia Yang,
The Late Homecomer,Kao Kalia Yang,
The Late Homecomer,Kao Kalia Yang,
The Things they Carried,Tim O'Brien,
The House on Mango Street,Sandra Cisneros,
The House on Mango Street,Sandra Cisneros,
The House on Mango Street,Sandra Cisneros,
The House on Mango Street,Sandra Cisneros,
Good Omens,Terry Pratchet,
Raisin in the Sun,Lorraine Hansberry,
Dear Martin,Nic Stone,
Ready Player One,Ernest Cline,
Chamion,Marie Lu,
Saphique,Catherine Fisher,
The Invention of Hugo Cabret,Brian Selznick,
Life Mask,Emma Donoghue,
Akin,Emma Donoghue,
THe Song of Achilies,Madeline Miller,
The Silence of the Girls,Pat Barker,
Dad Jokes,,
A Fearlest Heart,,
Bowlaway,Elizabeth McCRacken,
Fall,Neal Stephenson,
From the Mout of the Whale,Sjón,
Tragedy,Laurence Michel,
Rhymes Reason,John Hallder,
How Music Works,David Byrne,
The Corrections,Jonathan Franzen,
The Good Lord Bird,James McBride,
George,Frieda Hughes,
The Thursday Murder Club,Richard Osman,
Cryptonomicon,Neal Stephenson,
The Arabian Nights,Husain Haddawy,
The Well Wrought Urn,Cleanth Brooks,
Guide To Great Themes in Drama,,
The Pull of the Stars,Emma Donoghue,
Circe,Madeline Miller,
"Good Girl, Bad Blood",Holly Jackson,
The Internet is NOt what you think it is,Justin E. H. Smith,
The Left Hand of Darkness,Ursula K Le Guin,
The Prince and the Dressmaker,Jen Wang,
The Alchemist,Paulo Coelho,
The House on Mango Street,Sandra Cisneros,
Lessons in Chemistry,Bonnie Garmus,
The Power,Naomi Alderman,
An Illustrated Book of Bad Arguments,Ali Almossawi,
An Illustrated Book of Loaded Language,Ali Almossawi,
Divergent,Veronica Roth,
Allegiant,Veronica Roth,
Neverwhere,Neil Gaiman,
So This is Ever After,F. T. Lukens,
Animal Farm,George Orwell,
Crying in H Mart,Michelle Zauner,
The First To Die At the End,Silvera,
Scythe,Shusterman,
Great Bear Lake,Hunter,
THe Amzing Dr. Ransoms Beastiary,Wilson ,
THe Amzing Dr. Ransoms Beastiary,Wilson ,
Matched,Ally Condie,
The Quest Begins,Erin Hunter,
How to read literature like a professor,Thomas C. Foster,
A peculiar Peril,Jeff VanderMeer,
You'd Be home by now,Kathleen Glasgow,
If i stay,Gayle Forman,
All my rage ,Sabaa Tahir,
Farenheit 451,Ray Bradbury,
The power,Naomi Alderman,
